STATE_CODE;SHRP_ID;DATE;CONSTRUCTION_NO;GATOR_CRACK_A_L;GATOR_CRACK_A_M;GATOR_CRACK_A_H;BLK_CRACK_A_L;BLK_CRACK_A_M;BLK_CRACK_A_H;EDGE_CRACK_L_L;EDGE_CRACK_L_M;EDGE_CRACK_L_H;LONG_CRACK_WP_L_L;LONG_CRACK_WP_L_M;LONG_CRACK_WP_L_H;LONG_CRACK_WP_SEAL_L_L;LONG_CRACK_WP_SEAL_L_M;LONG_CRACK_WP_SEAL_L_H;LONG_CRACK_NWP_L_L;LONG_CRACK_NWP_L_M;LONG_CRACK_NWP_L_H;LONG_CRACK_NWP_SEAL_L_L;LONG_CRACK_NWP_SEAL_L_M;LONG_CRACK_NWP_SEAL_L_H;TRANS_CRACK_NO_L;TRANS_CRACK_NO_M;TRANS_CRACK_NO_H;TRANS_CRACK_L_L;TRANS_CRACK_L_M;TRANS_CRACK_L_H;TRANS_CRACK_SEAL_L_L;TRANS_CRACK_SEAL_L_M;TRANS_CRACK_SEAL_L_H;PATCH_NO_L;PATCH_NO_M;PATCH_NO_H;PATCH_A_L;PATCH_A_M;PATCH_A_H;POTHOLES_NO_L;POTHOLES_NO_M;POTHOLES_NO_H;POTHOLES_A_L;POTHOLES_A_M;POTHOLES_A_H;SHOVING_NO;SHOVING_A;BLEEDING;POLISH_AGG_A;RAVELING;PUMPING_NO;PUMPING_L;SURVEY_WIDTH;PCI_old;PCI
4;608;22/08/2000 0:00;4;0;0;2,396878484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178,9393478;0;0;0;9;18;20;6,400487656;15,39164889;50,99055166;0;0;0;0;0;1;0;0;0,102192493;0;0;0;0;0;0;0;0;0;0;0;0;0;3,596464493;28,39207896;27,66574281
4;608;10/10/2001 0:00;4;0;0;2,499070977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187,4428528;0;0;0;7;19;40;3,809814081;15,60499848;75,1904907;0;0;0;0;0;1;0;0;0,102192493;0;0;0;0;0;0;0;0;0;0;0;0;0;3,596464493;24,50761087;24,21475429
4;659;24/09/1991 0:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,40323072;0;0;0;0;0;4;0;0;14,90399269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,596464493;95,34146679;95,39517554
4;659;09/10/2001 0:00;7;2,201783724;0;6,29877369;0;0;0;0;0;0;0;0;0;0;0;0;0;7,893934776;90,27735447;0;0;0;7;31;35;4,998476074;25,90673575;110,0579092;0;0;0;0;0;22;0;0;53,08435526;0;0;0;0;0;0;0;0;0;0;0;2;2,011581835;3,596464493;13,25623949;12,54350192
4;660;23/09/1991 0:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,59920756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,809814081;98,41951747;98,5308916
4;660;22/08/2000 0:00;5;0,501672241;1,003344482;3,595317726;0;0;0;0;0;0;1,005790917;0;2,499238037;0;0;0;0,914355379;0;156,7509906;0;0;0;3;16;21;2,804023164;13,41054557;54,28223103;0;0;0;0;0;4;0;0;74,97212932;0;0;0;0;0;0;0;0;0;0;0;0;0;3,68790003;12,51522556;11,96104958
4;661;24/09/1991 0:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;9,082596769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,68790003;99,54349015;99,73262133
4;661;28/10/1997 0:00;3;0;0;0;0;0;0;0;0;0;0;1,49344712;0;0;0;0;21,39591588;37,70192015;1,310576044;2,98689424;0;0;5;0;0;8,412069491;0;0;5,303261201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,68790003;81,48063032;81,48063032
4;661;28/10/1997 0:00;3;0;0;0;0;0;0;0;0;0;0;1,49344712;0;0;0;0;21,39591588;37,70192015;1,310576044;2,98689424;0;0;5;0;0;8,412069491;0;0;5,303261201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,68790003;81,48063032;81,48063032
4;661;03/12/1999 0:00;3;0,501672241;3,102935712;0;0;0;0;0;0;0;0;0;0;0;0;0;35,08076806;96,67784212;8,808290155;0;0;0;5;0;0;11,30752819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,68790003;65,36848725;64,85482159
